"Length"	"GC"
"WBGene00000831"	1670	0.461077844311377
"WBGene00000832"	3139	0.480407773176171
"WBGene00000833"	1667	0.465506898620276
"WBGene00000834"	3957	0.408642911296437
"WBGene00000835"	414	0.340579710144928
"WBGene00000836"	2705	0.448059149722736
"WBGene00000837"	3151	0.454776261504284
"WBGene00000838"	2969	0.451330414280903
"WBGene00000839"	2763	0.384002895403547
"WBGene00000840"	2589	0.391657010428737
"WBGene00000841"	2232	0.370071684587814
"WBGene00000843"	969	0.420020639834881
"WBGene00000845"	1401	0.354032833690221
"WBGene00000846"	2685	0.394785847299814
"WBGene00000851"	1434	0.51115760111576
"WBGene00000853"	1758	0.45164960182025
"WBGene00000854"	1746	0.400343642611684
"WBGene00000857"	1726	0.41946697566628
"WBGene00000858"	1419	0.370683579985906
"WBGene00000859"	379	0.45646437994723
"WBGene00000860"	365	0.452054794520548
"WBGene00000861"	477	0.431865828092243
"WBGene00000862"	1356	0.397492625368732
"WBGene00000863"	2080	0.399038461538462
"WBGene00000864"	755	0.437086092715232
"WBGene00000865"	1648	0.429611650485437
"WBGene00000866"	1268	0.417981072555205
"WBGene00000867"	1390	0.41294964028777
"WBGene00000868"	1456	0.467032967032967
"WBGene00000869"	1455	0.433676975945017
"WBGene00000870"	2013	0.453551912568306
"WBGene00000871"	2106	0.38366571699905
"WBGene00000872"	4517	0.439008191277396
"WBGene00000874"	3824	0.429393305439331
"WBGene00000875"	2325	0.476559139784946
"WBGene00000876"	1719	0.415357766143106
"WBGene00000877"	685	0.440875912408759
"WBGene00000878"	703	0.466571834992888
"WBGene00000879"	640	0.4921875
"WBGene00000880"	1627	0.401966810079902
"WBGene00000881"	799	0.480600750938673
"WBGene00000882"	711	0.466947960618847
"WBGene00000883"	1044	0.442528735632184
"WBGene00000884"	1921	0.426861009890682
"WBGene00000885"	1012	0.403162055335968
"WBGene00000886"	624	0.391025641025641
"WBGene00000887"	614	0.4185667752443
"WBGene00000888"	607	0.413509060955519
"WBGene00000889"	1070	0.465420560747664
"WBGene00000890"	1472	0.387907608695652
"WBGene00000891"	2105	0.407125890736342
"WBGene00000892"	1607	0.400746733042937
"WBGene00000893"	1883	0.419543281996814
"WBGene00000894"	2447	0.407029015120556
"WBGene00000895"	1510	0.407284768211921
"WBGene00000896"	476	0.397058823529412
"WBGene00000897"	2500	0.4684
"WBGene00000898"	7337	0.425241924492299
"WBGene00000899"	3167	0.427218187559204
"WBGene00000900"	3216	0.425373134328358
"WBGene00000901"	2495	0.486172344689379
"WBGene00000902"	2905	0.397590361445783
"WBGene00000903"	1661	0.457555689343769
"WBGene00000904"	2132	0.393058161350844
"WBGene00000905"	2057	0.43509965969859
"WBGene00000906"	3643	0.357672248147131
"WBGene00000907"	3822	0.35112506541078
"WBGene00000908"	4108	0.412122687439143
"WBGene00000910"	1245	0.371084337349398
"WBGene00000911"	5827	0.398833018706024
"WBGene00000912"	4411	0.429607798685105
"WBGene00000913"	3410	0.414076246334311
"WBGene00000914"	3061	0.437765436131983
"WBGene00000915"	2632	0.452507598784195
"WBGene00000917"	1288	0.436335403726708
"WBGene00000920"	761	0.461235216819974
"WBGene00000923"	749	0.41388518024032
"WBGene00000928"	605	0.411570247933884
"WBGene00000929"	1116	0.439964157706093
"WBGene00000930"	817	0.372093023255814
"WBGene00000931"	3189	0.467231106930072
"WBGene00000932"	395	0.364556962025316
"WBGene00000933"	1242	0.407407407407407
"WBGene00000934"	2135	0.407025761124122
"WBGene00000935"	1991	0.424912104470116
"WBGene00000936"	1727	0.437753329473075
"WBGene00000937"	1657	0.404948702474351
"WBGene00000938"	3168	0.380050505050505
"WBGene00000939"	5934	0.39298955173576
"WBGene00000940"	994	0.417505030181087
"WBGene00000941"	404	0.457920792079208
"WBGene00000942"	3989	0.44271747305089
"WBGene00000950"	2609	0.400153315446531
"WBGene00000951"	1916	0.385699373695198
"WBGene00000952"	2163	0.420249653259362
"WBGene00000953"	1931	0.35784567581564
"WBGene00000955"	2198	0.401273885350318
"WBGene00000958"	3076	0.453185955786736
"WBGene00000959"	2313	0.424556852572417
"WBGene00000960"	2388	0.411222780569514
"WBGene00000961"	2567	0.430074016361511
"WBGene00000962"	13939	0.435181863835282
"WBGene00000963"	1686	0.37129300118624
"WBGene00000964"	1688	0.415284360189573
"WBGene00000965"	1231	0.400487408610885
"WBGene00000966"	1285	0.405447470817121
"WBGene00000967"	1163	0.398968185726569
"WBGene00000968"	1054	0.358633776091082
"WBGene00000969"	1329	0.420617005267118
"WBGene00000970"	1454	0.400962861072902
"WBGene00000971"	1299	0.350269438029253
"WBGene00000972"	1222	0.414893617021277
"WBGene00000973"	1033	0.461761858664085
"WBGene00000974"	812	0.470443349753695
"WBGene00000975"	836	0.447368421052632
"WBGene00000976"	1307	0.472073450650344
"WBGene00000977"	958	0.402922755741127
"WBGene00000978"	938	0.453091684434968
"WBGene00000979"	1305	0.393869731800766
"WBGene00000980"	1756	0.415148063781321
"WBGene00000981"	1016	0.386811023622047
"WBGene00000982"	1050	0.375238095238095
"WBGene00000983"	1458	0.364883401920439
"WBGene00000984"	900	0.374444444444444
"WBGene00000985"	1154	0.408145580589255
"WBGene00000986"	1089	0.392102846648301
"WBGene00000987"	1853	0.399892066918511
"WBGene00000988"	1046	0.450286806883365
"WBGene00000989"	1163	0.410146173688736
"WBGene00000990"	1065	0.423474178403756
"WBGene00000991"	1409	0.434350603264727
"WBGene00000992"	1394	0.408895265423242
"WBGene00000993"	1058	0.457466918714556
"WBGene00000994"	3082	0.372160934458144
"WBGene00000995"	2901	0.417442261289211
"WBGene00000996"	1168	0.420376712328767
"WBGene00000998"	39869	0.438486041786852
"WBGene00001000"	2473	0.413667610190053
"WBGene00001001"	3083	0.403178722024003
"WBGene00001002"	2248	0.428825622775801
"WBGene00001005"	615	0.408130081300813
"WBGene00001006"	4045	0.434363411619283
"WBGene00001007"	1596	0.451754385964912
"WBGene00001008"	3459	0.449262792714657
"WBGene00001016"	3302	0.449727437916414
"WBGene00001017"	4348	0.418813247470101
"WBGene00001018"	1153	0.401561144839549
"WBGene00001019"	1697	0.388332351208014
"WBGene00001020"	1295	0.362162162162162
"WBGene00001021"	624	0.378205128205128
"WBGene00001022"	1021	0.38001958863859
"WBGene00001023"	3683	0.411620961172957
"WBGene00001025"	1965	0.41323155216285
"WBGene00001026"	2769	0.371253159985554
"WBGene00001027"	2175	0.385287356321839
"WBGene00001028"	1681	0.390838786436645
"WBGene00001029"	2059	0.404565322972317
"WBGene00001030"	2284	0.432136602451839
"WBGene00001031"	1542	0.417639429312581
"WBGene00001032"	1144	0.408216783216783
"WBGene00001033"	694	0.39193083573487
"WBGene00001034"	1585	0.369085173501577
"WBGene00001035"	1537	0.409889394925179
"WBGene00001036"	1046	0.350860420650096
"WBGene00001037"	1536	0.440755208333333
"WBGene00001038"	2288	0.397727272727273
"WBGene00001039"	426	0.396713615023474
"WBGene00001040"	976	0.369877049180328
"WBGene00001041"	1019	0.401373895976448
"WBGene00001042"	1329	0.373965387509406
"WBGene00001043"	2743	0.429456799125046
"WBGene00001044"	1250	0.3416
"WBGene00001045"	2501	0.433826469412235
"WBGene00001046"	1710	0.421637426900585
"WBGene00001047"	2874	0.426931106471816
"WBGene00001048"	824	0.404126213592233
"WBGene00001049"	3179	0.436300723497955
"WBGene00001050"	1350	0.391111111111111
"WBGene00001051"	693	0.388167388167388
"WBGene00001052"	1624	0.426108374384236
"WBGene00001053"	2713	0.411352746037597
"WBGene00001054"	2556	0.433881064162754
"WBGene00001055"	2614	0.398240244835501
"WBGene00001056"	3039	0.399802566633761
"WBGene00001057"	2085	0.411990407673861
"WBGene00001058"	2362	0.462320067739204
"WBGene00001059"	2714	0.368828297715549
"WBGene00001060"	2187	0.386831275720165
"WBGene00001061"	2198	0.407643312101911
"WBGene00001062"	1128	0.37854609929078
"WBGene00001063"	4308	0.495125348189415
"WBGene00001064"	1324	0.458459214501511
"WBGene00001065"	961	0.54942767950052
"WBGene00001066"	1004	0.559760956175299
"WBGene00001067"	897	0.534002229654404
"WBGene00001068"	4041	0.42563721851027
"WBGene00001069"	1197	0.489557226399332
"WBGene00001070"	1513	0.481824190350297
"WBGene00001071"	1068	0.50187265917603
"WBGene00001072"	1279	0.471462079749805
"WBGene00001073"	1389	0.426205903527718
"WBGene00001074"	989	0.581395348837209
"WBGene00001075"	1045	0.474641148325359
"WBGene00001076"	1116	0.533154121863799
"WBGene00001077"	1840	0.484239130434783
"WBGene00001078"	2155	0.359164733178654
"WBGene00001079"	1733	0.377380265435661
"WBGene00001080"	5607	0.494203673978955
"WBGene00001081"	10867	0.430753657863256
"WBGene00001082"	1967	0.414336553126589
"WBGene00001085"	4202	0.417658257972394
"WBGene00001086"	4802	0.425239483548521
"WBGene00001087"	4932	0.420316301703163
"WBGene00001088"	614	0.438110749185668
"WBGene00001089"	3445	0.436574746008708
"WBGene00001090"	3300	0.393636363636364
"WBGene00001091"	3100	0.393548387096774
"WBGene00001092"	572	0.452797202797203
"WBGene00001093"	2697	0.420467185761958
"WBGene00001094"	1768	0.434954751131222
"WBGene00001095"	1894	0.364308342133052
"WBGene00001096"	1044	0.440613026819923
"WBGene00001099"	2877	0.436913451511992
"WBGene00001101"	4298	0.422056770590973
"WBGene00001102"	2478	0.437449556093624
"WBGene00001103"	793	0.443883984867591
"WBGene00001104"	1024	0.44140625
"WBGene00001105"	938	0.44456289978678
"WBGene00001106"	1284	0.391744548286604
"WBGene00001107"	909	0.336633663366337
"WBGene00001108"	996	0.364457831325301
"WBGene00001109"	1588	0.340050377833753
"WBGene00001110"	2825	0.394690265486726
"WBGene00001111"	1865	0.421447721179625
"WBGene00001112"	3052	0.375163826998689
"WBGene00001113"	3350	0.431044776119403
"WBGene00001115"	1969	0.442356526155409
"WBGene00001116"	3747	0.424339471577262
"WBGene00001117"	2425	0.368659793814433
"WBGene00001118"	4205	0.448989298454221
"WBGene00001119"	1285	0.519844357976654
"WBGene00001121"	1812	0.370860927152318
"WBGene00001122"	2252	0.393428063943162
"WBGene00001123"	1846	0.386240520043337
"WBGene00001127"	1671	0.410532615200479
"WBGene00001129"	1825	0.370958904109589
"WBGene00001130"	3374	0.467397747480735
"WBGene00001131"	11543	0.47405353894135
"WBGene00001132"	4959	0.423270820729986
"WBGene00001133"	1595	0.465203761755486
"WBGene00001134"	3288	0.401459854014599
"WBGene00001135"	2184	0.412545787545788
"WBGene00001136"	1580	0.368354430379747
"WBGene00001137"	3231	0.463014546580006
"WBGene00001145"	2573	0.396035755926934
"WBGene00001147"	698	0.48567335243553
"WBGene00001148"	3266	0.466319657072872
"WBGene00001149"	1845	0.430352303523035
"WBGene00001150"	2364	0.437394247038917
"WBGene00001151"	1255	0.410358565737052
"WBGene00001152"	993	0.387713997985901
"WBGene00001153"	1336	0.432634730538922
"WBGene00001154"	1467	0.391956373551466
"WBGene00001155"	1167	0.413024850042845
"WBGene00001156"	782	0.50383631713555
"WBGene00001157"	1449	0.353347135955832
"WBGene00001158"	1639	0.339231238560098
"WBGene00001159"	2344	0.405290102389078
"WBGene00001160"	2704	0.408653846153846
"WBGene00001161"	1326	0.426093514328808
"WBGene00001162"	1751	0.440319817247287
"WBGene00001163"	957	0.375130616509927
"WBGene00001164"	786	0.404580152671756
"WBGene00001165"	1281	0.451209992193599
"WBGene00001166"	3069	0.429781687846204
"WBGene00001167"	2820	0.487943262411348
"WBGene00001168"	1549	0.502259522272434
"WBGene00001169"	1919	0.488796248045857
"WBGene00001170"	557	0.40754039497307
"WBGene00001171"	3403	0.437848956802821
"WBGene00001172"	2547	0.453474676089517
"WBGene00001173"	4070	0.454545454545455
"WBGene00001174"	1550	0.380645161290323
"WBGene00001175"	1449	0.401656314699793
"WBGene00001177"	5597	0.460067893514383
"WBGene00001178"	2877	0.408411539798401
"WBGene00001179"	3842	0.403695991671005
"WBGene00001182"	2661	0.417888012025554
"WBGene00001184"	4692	0.380221653878943
"WBGene00001185"	815	0.384049079754601
"WBGene00001186"	1678	0.463647199046484
"WBGene00001187"	6593	0.399514636735932
"WBGene00001188"	1847	0.381700054141852
"WBGene00001189"	1688	0.461492890995261
"WBGene00001190"	2350	0.426382978723404
"WBGene00001193"	1304	0.413343558282209
"WBGene00001194"	4045	0.424474660074166
"WBGene00001196"	2673	0.41638608305275
"WBGene00001202"	1846	0.40465872156013
"WBGene00001204"	988	0.418016194331984
"WBGene00001207"	1983	0.458900655572365
"WBGene00001208"	2156	0.398886827458256
"WBGene00001209"	3588	0.45345596432553
"WBGene00001210"	1207	0.44076222038111
"WBGene00001211"	1917	0.375065206051122
"WBGene00001214"	5212	0.397544128933231
"WBGene00001215"	4876	0.479081214109926
"WBGene00001223"	789	0.403041825095057
"WBGene00001224"	2710	0.430627306273063
"WBGene00001225"	2584	0.479876160990712
"WBGene00001226"	3044	0.420827858081472
"WBGene00001227"	1806	0.452380952380952
"WBGene00001228"	1648	0.429611650485437
"WBGene00001229"	1213	0.401483924154988
"WBGene00001230"	1139	0.424056189640035
"WBGene00001231"	1451	0.40868366643694
"WBGene00001232"	1267	0.462509865824783
"WBGene00001233"	841	0.431629013079667
"WBGene00001234"	996	0.474899598393574
"WBGene00001235"	521	0.491362763915547
"WBGene00001236"	526	0.467680608365019
"WBGene00001237"	492	0.481707317073171
"WBGene00001239"	1092	0.428571428571429
"WBGene00001240"	1039	0.409047160731473
"WBGene00001241"	1049	0.40324118207817
"WBGene00001242"	942	0.375796178343949
"WBGene00001243"	960	0.372916666666667
"WBGene00001244"	926	0.366090712742981
"WBGene00001245"	1121	0.382694023193577
"WBGene00001246"	965	0.423834196891192
"WBGene00001247"	1012	0.400197628458498
"WBGene00001248"	2832	0.409957627118644
"WBGene00001249"	2091	0.401721664275466
"WBGene00001250"	1563	0.430582213691619
"WBGene00001251"	1588	0.399874055415617
"WBGene00001252"	388	0.353092783505155
"WBGene00001253"	1529	0.478090255068672
"WBGene00001258"	4948	0.422594987873888
"WBGene00001259"	4865	0.414594039054471
"WBGene00001262"	2307	0.40702210663199
"WBGene00001263"	5611	0.522901443592942
"WBGene00001281"	2033	0.404328578455485
"WBGene00001284"	3746	0.384410037373198
"WBGene00001303"	437	0.409610983981693
"WBGene00001309"	657	0.467275494672755
"WBGene00001310"	738	0.403794037940379
"WBGene00001311"	729	0.395061728395062
"WBGene00001320"	1624	0.424261083743842
"WBGene00001324"	3061	0.412283567461614
"WBGene00001325"	3030	0.423762376237624
"WBGene00001328"	11241	0.428342674139311
"WBGene00001329"	2221	0.445294912201711
"WBGene00001330"	3293	0.467962344366839
"WBGene00001331"	1566	0.409961685823755
"WBGene00001332"	2202	0.380108991825613
"WBGene00001333"	2401	0.414827155351937
"WBGene00001334"	2001	0.390804597701149
"WBGene00001335"	1793	0.418851087562744
"WBGene00001336"	2495	0.463326653306613
"WBGene00001337"	3559	0.438044394492835
"WBGene00001338"	1573	0.384615384615385
"WBGene00001340"	3396	0.424028268551237
"WBGene00001345"	2234	0.437332139659803
"WBGene00001352"	4928	0.381493506493506
"WBGene00001358"	627	0.385964912280702
"WBGene00001362"	2292	0.412739965095986
"WBGene00001365"	2109	0.329540066382172
"WBGene00001366"	2968	0.379380053908356
"WBGene00001368"	2120	0.430660377358491
"WBGene00001371"	807	0.458488228004957
"WBGene00001372"	991	0.467204843592331
"WBGene00001373"	1757	0.403528742174161
"WBGene00001374"	1953	0.413722478238607
"WBGene00001377"	1722	0.474448315911731
"WBGene00001385"	653	0.483920367534456
"WBGene00001386"	761	0.458607095926413
"WBGene00001387"	675	0.402962962962963
"WBGene00001388"	712	0.379213483146067
"WBGene00001389"	655	0.323664122137405
"WBGene00001390"	1091	0.365719523373052
"WBGene00001391"	706	0.365439093484419
"WBGene00001392"	777	0.411840411840412
"WBGene00001393"	1416	0.428672316384181
"WBGene00001394"	1279	0.424550430023456
"WBGene00001395"	1527	0.384413883431565
"WBGene00001396"	1943	0.374678332475553
"WBGene00001397"	1104	0.486413043478261
"WBGene00001398"	1582	0.391276864728192
"WBGene00001399"	1126	0.420071047957371
"WBGene00001400"	1582	0.470922882427307
"WBGene00001401"	2253	0.407012871726587
"WBGene00001402"	2283	0.416119141480508
"WBGene00001403"	3110	0.391639871382637
"WBGene00001404"	2130	0.426291079812207
"WBGene00001405"	1473	0.374066530889341
"WBGene00001406"	1174	0.398637137989779
"WBGene00001410"	2283	0.466491458607096
"WBGene00001411"	2376	0.416245791245791
"WBGene00001412"	1894	0.458817317845829
"WBGene00001413"	1676	0.369928400954654
"WBGene00001414"	6245	0.453963170536429
"WBGene00001423"	1423	0.494729444834856
"WBGene00001424"	558	0.412186379928315
"WBGene00001425"	639	0.45226917057903
"WBGene00001426"	1505	0.376079734219269
"WBGene00001427"	504	0.478174603174603
"WBGene00001428"	1023	0.409579667644184
"WBGene00001429"	1023	0.391984359726295
"WBGene00001430"	1420	0.441549295774648
"WBGene00001431"	1523	0.45370978332239
"WBGene00001432"	1439	0.353717859624739
"WBGene00001433"	1080	0.42962962962963
"WBGene00001434"	1266	0.430489731437599
"WBGene00001435"	1374	0.40174672489083
"WBGene00001436"	1527	0.388998035363458
"WBGene00001437"	1386	0.381673881673882
"WBGene00001438"	1263	0.422011084718923
"WBGene00001439"	5116	0.389757623143081
"WBGene00001440"	1147	0.385353095030514
"WBGene00001441"	2051	0.419795221843003
"WBGene00001442"	866	0.406466512702079
"WBGene00001443"	4611	0.378876599436131
"WBGene00001444"	694	0.43371757925072
"WBGene00001445"	610	0.447540983606557
"WBGene00001446"	859	0.431897555296857
"WBGene00001447"	534	0.389513108614232
"WBGene00001448"	544	0.461397058823529
"WBGene00001449"	734	0.397820163487738
"WBGene00001450"	744	0.435483870967742
"WBGene00001451"	748	0.431818181818182
"WBGene00001452"	736	0.426630434782609
"WBGene00001453"	700	0.382857142857143
"WBGene00001454"	733	0.440654843110505
"WBGene00001455"	1067	0.399250234301781
"WBGene00001456"	762	0.452755905511811
